,day,number,total
1218,2146,3,3926
1219,2147,4,3930
1220,2148,4,3934
1221,2149,1,3935
1222,2150,4,3939
1223,2153,1,3940
1224,2154,1,3941
1225,2158,1,3942
1226,2159,1,3943
1227,2160,1,3944
1228,2161,1,3945
1229,2162,3,3948
1230,2163,5,3953
1231,2166,2,3955
1232,2167,1,3956
1233,2168,2,3958
1234,2169,1,3959
1235,2170,2,3961
1236,2171,1,3962
1237,2173,4,3966
1238,2174,3,3969
1239,2175,2,3971
1240,2176,2,3973
1241,2177,5,3978
1242,2178,2,3980
1243,2180,1,3981
1244,2182,1,3982
1245,2183,2,3984
1246,2185,1,3985
1247,2187,1,3986
1248,2190,1,3987
1249,2191,2,3989
1250,2194,1,3990
1251,2198,1,3991
1252,2199,4,3995
1253,2200,1,3996
1254,2202,1,3997
1255,2203,1,3998
1256,2204,3,4001
1257,2205,1,4002
1258,2207,1,4003
1259,2208,2,4005
1260,2209,1,4006
1261,2211,1,4007
1262,2213,1,4008
1263,2215,1,4009
1264,2216,2,4011
1265,2218,1,4012
1266,2219,1,4013
1267,2222,1,4014
1268,2224,2,4016
1269,2225,2,4018
1270,2226,2,4020
1271,2227,2,4022
1272,2231,2,4024
1273,2232,1,4025
1274,2233,1,4026
1275,2236,1,4027
1276,2237,1,4028
1277,2238,3,4031
1278,2239,2,4033
1279,2243,4,4037
1280,2244,1,4038
1281,2245,2,4040
1282,2246,1,4041
1283,2250,1,4042
1284,2252,4,4046
1285,2253,1,4047
1286,2255,2,4049
1287,2258,1,4050
1288,2263,1,4051
1289,2268,1,4052
1290,2269,3,4055
1291,2271,2,4057
1292,2272,1,4058
1293,2273,1,4059
1294,2274,1,4060
1295,2275,1,4061
1296,2278,2,4063
1297,2279,1,4064
1298,2281,2,4066
1299,2282,1,4067
1300,2285,1,4068
1301,2286,1,4069
1302,2287,1,4070
1303,2289,1,4071
1304,2290,1,4072
1305,2293,3,4075
1306,2294,1,4076
1307,2296,3,4079
1308,2297,1,4080
1309,2300,1,4081
1310,2303,2,4083
1311,2306,1,4084
1312,2307,1,4085
1313,2308,2,4087
1314,2309,2,4089
1315,2310,3,4092
1316,2313,3,4095
1317,2314,1,4096
1318,2315,1,4097
1319,2316,1,4098
1320,2321,1,4099
1321,2322,1,4100
1322,2323,1,4101
1323,2324,1,4102
1324,2328,1,4103
1325,2329,2,4105
1326,2331,2,4107
1327,2333,2,4109
1328,2334,1,4110
1329,2335,5,4115
1330,2336,2,4117
1331,2337,1,4118
1332,2341,5,4123
1333,2342,2,4125
1334,2343,3,4128
1335,2344,1,4129
1336,2345,1,4130
1337,2346,2,4132
1338,2348,5,4137
1339,2349,2,4139
1340,2351,5,4144
1341,2352,8,4152
1342,2355,4,4156
1343,2356,2,4158
1344,2357,7,4165
1345,2358,1,4166
1346,2359,4,4170
1347,2362,17,4187
1348,2363,3,4190
1349,2365,4,4194
1350,2366,2,4196
1351,2368,1,4197
1352,2369,6,4203
1353,2370,2,4205
1354,2371,3,4208
1355,2373,3,4211
1356,2376,1,4212
1357,2378,4,4216
1358,2379,1,4217
1359,2382,1,4218
1360,2384,1,4219
1361,2385,2,4221
1362,2386,3,4224
1363,2387,1,4225
1364,2388,2,4227
1365,2390,4,4231
1366,2391,2,4233
1367,2393,1,4234
1368,2394,2,4236
1369,2397,3,4239
1370,2398,3,4242
1371,2399,3,4245
1372,2400,2,4247
1373,2401,1,4248
1374,2405,7,4255
1375,2406,2,4257
1376,2407,2,4259
1377,2408,1,4260
1378,2409,1,4261
1379,2411,3,4264
1380,2414,2,4266
1381,2415,1,4267
1382,2416,1,4268
1383,2418,3,4271
1384,2419,8,4279
1385,2421,1,4280
1386,2422,1,4281
1387,2424,3,4284
1388,2425,3,4287
1389,2426,1,4288
1390,2427,1,4289
1391,2428,2,4291
1392,2429,2,4293
1393,2430,1,4294
1394,2432,3,4297
1395,2433,2,4299
1396,2434,3,4302
1397,2435,1,4303
1398,2436,1,4304
1399,2441,3,4307
1400,2442,1,4308
1401,2443,1,4309
1402,2444,1,4310
1403,2446,1,4311
1404,2448,1,4312
1405,2449,2,4314
1406,2450,3,4317
1407,2453,3,4320
1408,2454,1,4321
1409,2455,1,4322
