,day,number,total
484,675,2,1608
485,676,3,1611
486,678,1,1612
487,679,1,1613
488,680,1,1614
489,681,10,1624
490,682,13,1637
491,683,2,1639
492,684,4,1643
493,685,7,1650
494,686,7,1657
495,687,3,1660
496,688,1,1661
497,689,5,1666
498,690,4,1670
499,691,1,1671
500,692,3,1674
501,693,3,1677
502,694,2,1679
503,695,3,1682
504,696,1,1683
505,698,2,1685
506,700,5,1690
507,701,3,1693
508,702,1,1694
509,703,2,1696
510,704,1,1697
511,706,1,1698
512,707,3,1701
513,708,1,1702
514,709,5,1707
515,710,6,1713
516,713,3,1716
517,714,1,1717
518,716,4,1721
519,717,5,1726
520,718,2,1728
521,720,2,1730
522,721,3,1733
523,722,7,1740
524,723,4,1744
525,724,4,1748
526,726,3,1751
527,727,2,1753
528,728,1,1754
529,729,1,1755
530,730,1,1756
531,732,2,1758
532,734,1,1759
533,735,3,1762
534,736,2,1764
535,737,5,1769
536,738,5,1774
537,739,1,1775
538,740,1,1776
539,741,1,1777
540,742,3,1780
541,743,2,1782
542,744,3,1785
543,745,2,1787
544,746,2,1789
545,747,1,1790
546,748,1,1791
547,751,3,1794
548,752,2,1796
549,753,6,1802
550,755,2,1804
551,756,3,1807
552,757,1,1808
553,758,4,1812
554,759,3,1815
555,760,1,1816
556,762,1,1817
557,765,2,1819
558,766,2,1821
559,769,1,1822
560,770,3,1825
561,771,2,1827
562,772,2,1829
563,773,1,1830
564,774,2,1832
565,775,2,1834
566,776,2,1836
567,777,2,1838
568,778,3,1841
569,779,3,1844
570,780,1,1845
571,783,4,1849
572,784,2,1851
573,786,2,1853
574,788,1,1854
575,790,4,1858
576,791,1,1859
577,792,2,1861
578,793,2,1863
579,794,2,1865
580,799,1,1866
581,800,3,1869
582,801,7,1876
583,802,2,1878
584,803,1,1879
585,804,2,1881
586,805,1,1882
587,806,1,1883
588,807,1,1884
589,808,5,1889
590,809,1,1890
591,810,1,1891
592,811,1,1892
593,812,8,1900
594,813,2,1902
595,814,2,1904
596,815,4,1908
597,816,1,1909
598,817,1,1910
599,818,1,1911
600,819,1,1912
601,821,3,1915
602,822,1,1916
603,823,1,1917
604,824,1,1918
605,825,2,1920
606,826,5,1925
607,827,2,1927
608,828,2,1929
609,829,2,1931
610,830,1,1932
611,832,5,1937
612,833,2,1939
613,834,2,1941
614,835,2,1943
615,839,5,1948
616,840,2,1950
617,841,4,1954
618,842,4,1958
619,843,4,1962
620,846,3,1965
621,847,3,1968
622,848,4,1972
623,849,1,1973
624,851,3,1976
625,852,1,1977
626,853,3,1980
627,855,3,1983
628,856,3,1986
629,857,2,1988
630,859,1,1989
631,860,1,1990
632,861,2,1992
633,862,7,1999
634,867,3,2002
635,868,2,2004
636,870,3,2007
637,871,2,2009
638,874,3,2012
639,875,2,2014
640,876,4,2018
641,877,2,2020
642,878,3,2023
643,880,3,2026
644,881,5,2031
645,882,7,2038
646,883,3,2041
647,884,2,2043
648,885,2,2045
649,888,4,2049
650,889,3,2052
651,890,4,2056
652,891,6,2062
653,892,2,2064
654,893,2,2066
655,894,3,2069
656,895,2,2071
657,896,1,2072
658,897,2,2074
659,898,1,2075
660,899,2,2077
661,900,3,2080
662,901,1,2081
663,902,3,2084
664,903,1,2085
665,906,1,2086
666,907,2,2088
667,908,1,2089
668,909,3,2092
669,910,3,2095
670,911,5,2100
671,912,2,2102
672,913,5,2107
673,914,1,2108
674,915,2,2110
675,916,1,2111
676,917,3,2114
677,918,2,2116
678,919,1,2117
679,920,2,2119
680,921,4,2123
681,922,1,2124
682,923,1,2125
683,924,2,2127
684,925,3,2130
685,926,4,2134
686,927,2,2136
687,928,2,2138
688,929,4,2142
689,930,1,2143
690,931,1,2144
691,932,4,2148
692,933,2,2150
693,934,2,2152
694,935,1,2153
695,936,1,2154
696,937,1,2155
697,938,2,2157
698,939,3,2160
699,940,3,2163
700,941,2,2165
701,944,4,2169
702,945,2,2171
703,946,2,2173
704,947,1,2174
705,950,1,2175
706,951,2,2177
707,953,3,2180
708,954,2,2182
709,955,4,2186
710,956,1,2187
711,958,2,2189
712,960,3,2192
713,961,3,2195
714,962,3,2198
715,963,2,2200
716,966,2,2202
717,967,2,2204
718,968,1,2205
719,969,1,2206
720,970,1,2207
721,971,2,2209
722,972,1,2210
723,974,1,2211
724,976,1,2212
725,980,1,2213
726,981,1,2214
727,982,2,2216
728,983,2,2218
729,986,2,2220
730,987,3,2223
731,988,1,2224
732,989,3,2227
733,990,1,2228
734,991,1,2229
735,992,1,2230
736,993,3,2233
737,994,1,2234
738,995,6,2240
739,996,3,2243
740,997,1,2244
741,1000,5,2249
742,1001,1,2250
743,1002,4,2254
744,1003,1,2255
745,1004,1,2256
